,Condition,Mouse,Compound,value,Tissue
292,Exercise,9,a-ketoglutarate,8.359030091593654,quad
293,Sedentary,10,a-ketoglutarate,10.94162943507625,quad
294,Exercise,11,a-ketoglutarate,9.305935323415902,quad
295,Sedentary,12,a-ketoglutarate,9.670574659028347,quad
296,Exercise,13,a-ketoglutarate,8.943993737402945,quad
297,Sedentary,14,a-ketoglutarate,9.298467112346565,quad
298,Exercise,15,a-ketoglutarate,9.418335870961691,quad
299,Sedentary,16,a-ketoglutarate,8.979112824486064,quad
300,Exercise,1,arginine,13.672313079361023,quad
301,Sedentary,2,arginine,12.544278085044914,quad
302,Exercise,3,arginine,18.147580305580274,quad
303,Exercise,5,arginine,14.801821866535228,quad
304,Sedentary,6,arginine,12.893880129515765,quad
305,Exercise,7,arginine,13.896193444412736,quad
306,Sedentary,8,arginine,11.569540813884316,quad
307,Exercise,9,arginine,12.309572580603918,quad
308,Sedentary,10,arginine,12.972124095134893,quad
309,Exercise,11,arginine,15.808685032584812,quad
310,Sedentary,12,arginine,15.565190323607514,quad
311,Exercise,13,arginine,15.278457090308406,quad
312,Sedentary,14,arginine,13.999871688277707,quad
313,Exercise,15,arginine,15.565885056851778,quad
314,Sedentary,16,arginine,13.19348297631549,quad
315,Exercise,1,citrate/isocitrate,18.204813948565402,quad
316,Sedentary,2,citrate/isocitrate,19.269665954148564,quad
317,Exercise,3,citrate/isocitrate,18.22433756910136,quad
318,Exercise,5,citrate/isocitrate,19.387772396751288,quad
319,Sedentary,6,citrate/isocitrate,18.047528796875465,quad
320,Exercise,7,citrate/isocitrate,22.141440233626206,quad
321,Sedentary,8,citrate/isocitrate,18.839961492314433,quad
322,Exercise,9,citrate/isocitrate,16.4698104395037,quad
323,Sedentary,10,citrate/isocitrate,19.053877332028758,quad
324,Exercise,11,citrate/isocitrate,18.764162371432416,quad
325,Sedentary,12,citrate/isocitrate,18.51445821129836,quad
326,Exercise,13,citrate/isocitrate,19.240368069090426,quad
327,Sedentary,14,citrate/isocitrate,19.04779429154872,quad
328,Exercise,15,citrate/isocitrate,19.417107275674148,quad
329,Sedentary,16,citrate/isocitrate,17.188563013133262,quad
330,Exercise,1,2-hydroxy-isovalerate,13.352132556192489,quad
331,Sedentary,2,2-hydroxy-isovalerate,13.94049331946511,quad
332,Exercise,3,2-hydroxy-isovalerate,13.876648991006304,quad
333,Exercise,5,2-hydroxy-isovalerate,13.45362343020523,quad
334,Sedentary,6,2-hydroxy-isovalerate,14.821968025838405,quad
335,Exercise,7,2-hydroxy-isovalerate,15.128053408386036,quad
336,Sedentary,8,2-hydroxy-isovalerate,16.063283029250332,quad
337,Exercise,9,2-hydroxy-isovalerate,12.478751966293702,quad
338,Sedentary,10,2-hydroxy-isovalerate,15.359496177162194,quad
339,Exercise,11,2-hydroxy-isovalerate,14.855251559152352,quad
340,Sedentary,12,2-hydroxy-isovalerate,14.384624569564618,quad
341,Exercise,13,2-hydroxy-isovalerate,16.276444941579754,quad
342,Sedentary,14,2-hydroxy-isovalerate,14.042591616937731,quad
343,Exercise,15,2-hydroxy-isovalerate,14.484566605754475,quad
344,Sedentary,16,2-hydroxy-isovalerate,13.39176163739156,quad
345,Exercise,1,2-keto-isovalerate,14.520540719098058,quad
346,Sedentary,2,2-keto-isovalerate,12.159136970854675,quad
347,Exercise,3,2-keto-isovalerate,14.999708841922162,quad
348,Exercise,5,2-keto-isovalerate,14.412095192412158,quad
349,Sedentary,6,2-keto-isovalerate,14.756903058466058,quad
350,Exercise,7,2-keto-isovalerate,16.219992425111382,quad
351,Sedentary,8,2-keto-isovalerate,13.93929254858991,quad
352,Exercise,9,2-keto-isovalerate,10.767701032074793,quad
353,Sedentary,10,2-keto-isovalerate,13.792076320139696,quad
354,Exercise,11,2-keto-isovalerate,12.988269867748487,quad
355,Sedentary,12,2-keto-isovalerate,13.28222101207707,quad
356,Exercise,13,2-keto-isovalerate,14.18684050727405,quad
357,Sedentary,14,2-keto-isovalerate,13.179585078458974,quad
358,Exercise,15,2-keto-isovalerate,13.474418224131183,quad
359,Sedentary,16,2-keto-isovalerate,11.463874095421936,quad
360,Exercise,1,2-keto-isocaproate,22.626820426669354,quad
361,Sedentary,2,2-keto-isocaproate,15.402995710674682,quad
362,Exercise,3,2-keto-isocaproate,19.559121455842295,quad
363,Exercise,5,2-keto-isocaproate,21.80760981213887,quad
364,Sedentary,6,2-keto-isocaproate,21.58619790234246,quad
365,Exercise,7,2-keto-isocaproate,24.944743867239495,quad
366,Sedentary,8,2-keto-isocaproate,22.19520648400487,quad
367,Exercise,9,2-keto-isocaproate,13.442010326043166,quad
368,Sedentary,10,2-keto-isocaproate,19.40207495023836,quad
369,Exercise,11,2-keto-isocaproate,18.336106891014705,quad
370,Sedentary,12,2-keto-isocaproate,20.111426680653217,quad
371,Exercise,13,2-keto-isocaproate,21.3921000000011,quad
372,Sedentary,14,2-keto-isocaproate,17.72075785705736,quad
373,Exercise,15,2-keto-isocaproate,17.422080149222438,quad
374,Sedentary,16,2-keto-isocaproate,15.681531977329044,quad
420,Exercise,1,valine,14.831973629814474,quad
421,Sedentary,2,valine,14.71966734941298,quad
422,Exercise,3,valine,15.979736058386138,quad
423,Exercise,5,valine,14.80798073315524,quad
424,Sedentary,6,valine,15.854808869657495,quad
425,Exercise,7,valine,16.051640853348236,quad
426,Sedentary,8,valine,17.15393811605293,quad
427,Exercise,9,valine,14.211594116049866,quad
428,Sedentary,10,valine,14.248638635496164,quad
429,Exercise,11,valine,16.314902020601362,quad
430,Sedentary,12,valine,15.929836428808608,quad
431,Exercise,13,valine,17.99405714424417,quad
432,Sedentary,14,valine,15.408968130502277,quad
433,Exercise,15,valine,15.881911130190856,quad
434,Sedentary,16,valine,15.046457259047315,quad
450,Exercise,1,leucine,15.240284750200317,quad
451,Sedentary,2,leucine,15.12087858440232,quad
452,Exercise,3,leucine,16.596205080706245,quad
453,Exercise,5,leucine,15.16453500057507,quad
454,Sedentary,6,leucine,16.554392493594943,quad
455,Exercise,7,leucine,16.595997875270154,quad
456,Sedentary,8,leucine,17.2520641284407,quad
457,Exercise,9,leucine,14.441124664452195,quad
458,Sedentary,10,leucine,14.52359114949423,quad
459,Exercise,11,leucine,16.996520364788758,quad
460,Sedentary,12,leucine,16.140528506177922,quad
461,Exercise,13,leucine,18.6881286182181,quad
462,Sedentary,14,leucine,15.811034527631854,quad
463,Exercise,15,leucine,16.259843583253268,quad
464,Sedentary,16,leucine,15.548569767216385,quad
465,Exercise,1,isoleucine,13.077735403194527,quad
466,Sedentary,2,isoleucine,13.14106592503638,quad
467,Exercise,3,isoleucine,14.06041142185552,quad
468,Exercise,5,isoleucine,13.150400234041404,quad
469,Sedentary,6,isoleucine,14.174857907323139,quad
470,Exercise,7,isoleucine,14.150549887368244,quad
471,Sedentary,8,isoleucine,14.404456680621113,quad
472,Exercise,9,isoleucine,12.63635831895419,quad
473,Sedentary,10,isoleucine,12.633910119614953,quad
474,Exercise,11,isoleucine,14.467993473861862,quad
475,Sedentary,12,isoleucine,13.829176286586991,quad
476,Exercise,13,isoleucine,15.311868796406374,quad
477,Sedentary,14,isoleucine,13.474719316780707,quad
478,Exercise,15,isoleucine,14.060391703945225,quad
479,Sedentary,16,isoleucine,13.558409493848497,quad
495,Exercise,1,lysine,13.654902041475378,quad
496,Sedentary,2,lysine,13.14289960769554,quad
497,Exercise,3,lysine,17.861151464352865,quad
498,Exercise,5,lysine,14.381011879910165,quad
499,Sedentary,6,lysine,13.349267585639904,quad
500,Exercise,7,lysine,14.431102543652695,quad
501,Sedentary,8,lysine,12.236876527796971,quad
502,Exercise,9,lysine,12.321543652228307,quad
503,Sedentary,10,lysine,12.966277763016834,quad
504,Exercise,11,lysine,15.90551111516455,quad
505,Sedentary,12,lysine,15.184699421928864,quad
506,Exercise,13,lysine,15.91068402816726,quad
507,Sedentary,14,lysine,14.147520484983033,quad
508,Exercise,15,lysine,15.596066352035903,quad
509,Sedentary,16,lysine,13.224585009194517,quad
510,Exercise,1,methionine,10.712285621122298,quad
511,Sedentary,2,methionine,9.88951692975156,quad
512,Exercise,3,methionine,10.558050372176824,quad
513,Exercise,5,methionine,10.249116368553416,quad
514,Sedentary,6,methionine,10.746179186892242,quad
515,Exercise,7,methionine,11.09952569302037,quad
516,Sedentary,8,methionine,10.554841674315536,quad
517,Exercise,9,methionine,9.55866648158975,quad
518,Sedentary,10,methionine,10.090267775831787,quad
519,Exercise,11,methionine,11.081788769790158,quad
520,Sedentary,12,methionine,10.616929874385923,quad
521,Exercise,13,methionine,10.792276662336933,quad
522,Sedentary,14,methionine,9.98176138206458,quad
523,Exercise,15,methionine,10.629900871602914,quad
524,Sedentary,16,methionine,10.221864646551362,quad
525,Exercise,1,phenylalanine,14.745352535088575,quad
526,Sedentary,2,phenylalanine,13.50424693102533,quad
527,Exercise,3,phenylalanine,14.906362767711492,quad
528,Exercise,5,phenylalanine,14.130320419533888,quad
529,Sedentary,6,phenylalanine,15.145497206626704,quad
530,Exercise,7,phenylalanine,15.787411308374125,quad
531,Sedentary,8,phenylalanine,15.136374499446578,quad
532,Exercise,9,phenylalanine,12.292868628929286,quad
533,Sedentary,10,phenylalanine,13.57055418289264,quad
534,Exercise,11,phenylalanine,15.080644673472454,quad
535,Sedentary,12,phenylalanine,14.653177559746172,quad
536,Exercise,13,phenylalanine,15.808561323712972,quad
537,Sedentary,14,phenylalanine,13.140314609052261,quad
538,Exercise,15,phenylalanine,13.825854914646479,quad
539,Sedentary,16,phenylalanine,13.093160830503573,quad
540,Exercise,1,tyrosine,10.701772579388983,quad
541,Sedentary,2,tyrosine,10.387412967649762,quad
542,Exercise,3,tyrosine,11.00381375500778,quad
543,Exercise,5,tyrosine,10.40206682779477,quad
544,Sedentary,6,tyrosine,10.765237099767731,quad
545,Exercise,7,tyrosine,11.178694293123666,quad
546,Sedentary,8,tyrosine,10.754240509295133,quad
547,Exercise,9,tyrosine,9.777392176636662,quad
548,Sedentary,10,tyrosine,10.129312505961849,quad
549,Exercise,11,tyrosine,11.004382338716884,quad
550,Sedentary,12,tyrosine,11.011779272999545,quad
551,Exercise,13,tyrosine,11.195140570853425,quad
552,Sedentary,14,tyrosine,10.331883890702453,quad
553,Exercise,15,tyrosine,10.991871253166035,quad
554,Sedentary,16,tyrosine,10.648514950306332,quad
555,Exercise,1,tryptophan,13.136224091245385,quad
556,Sedentary,2,tryptophan,12.906140332167091,quad
557,Exercise,3,tryptophan,14.007893570812266,quad
558,Exercise,5,tryptophan,13.29916565451449,quad
559,Sedentary,6,tryptophan,13.88829732603369,quad
560,Exercise,7,tryptophan,13.797301906273168,quad
561,Sedentary,8,tryptophan,13.157073863602808,quad
562,Exercise,9,tryptophan,12.311693602033538,quad
563,Sedentary,10,tryptophan,12.447131655480417,quad
564,Exercise,11,tryptophan,14.05935852372708,quad
565,Sedentary,12,tryptophan,13.56009191860762,quad
566,Exercise,13,tryptophan,13.240893589251257,quad
567,Sedentary,14,tryptophan,13.171721033817175,quad
568,Exercise,15,tryptophan,13.088823359027128,quad
569,Sedentary,16,tryptophan,13.291669600914311,quad
570,Exercise,1,glutamine,22.69697995495649,quad
571,Sedentary,2,glutamine,20.289826094963708,quad
572,Exercise,3,glutamine,25.38785645340217,quad
573,Exercise,5,glutamine,21.88782214473413,quad
574,Sedentary,6,glutamine,23.80088458860514,quad
575,Exercise,7,glutamine,26.24153405737936,quad
576,Sedentary,8,glutamine,22.759498225289782,quad
577,Exercise,9,glutamine,18.41002065794159,quad
578,Sedentary,10,glutamine,19.927345143961787,quad
579,Exercise,11,glutamine,26.237654597185855,quad
580,Sedentary,12,glutamine,21.633992038876908,quad
581,Exercise,13,glutamine,25.28848001091856,quad
582,Sedentary,14,glutamine,22.980855968757268,quad
583,Exercise,15,glutamine,27.637664676958774,quad
584,Sedentary,16,glutamine,23.221645955604377,quad
585,Exercise,1,serine,11.126858438205922,quad
586,Sedentary,2,serine,10.405977862942104,quad
587,Exercise,3,serine,11.643931123897293,quad
588,Exercise,5,serine,11.041775682885193,quad
589,Sedentary,6,serine,11.778600176274837,quad
590,Exercise,7,serine,11.178612135788523,quad
591,Sedentary,8,serine,10.985967253875895,quad
592,Exercise,9,serine,10.602861161639325,quad
593,Sedentary,10,serine,10.634495994226267,quad
594,Exercise,11,serine,11.861596811678762,quad
595,Sedentary,12,serine,11.567590466277764,quad
596,Exercise,13,serine,11.737892764744364,quad
597,Sedentary,14,serine,11.448140214838388,quad
598,Exercise,15,serine,12.125540779111843,quad
599,Sedentary,16,serine,11.967885321183987,quad
600,Exercise,1,glycine,14.948430963552987,quad
601,Sedentary,2,glycine,14.523260689397096,quad
602,Exercise,3,glycine,16.05479218619361,quad
603,Exercise,5,glycine,14.29355677993077,quad
604,Sedentary,6,glycine,15.314533118546558,quad
605,Exercise,7,glycine,14.400452090814422,quad
606,Sedentary,8,glycine,14.26216341064358,quad
607,Exercise,9,glycine,14.804646679078054,quad
608,Sedentary,10,glycine,13.351102562634946,quad
609,Exercise,11,glycine,15.240781552693708,quad
610,Sedentary,12,glycine,14.604139745308107,quad
611,Exercise,13,glycine,14.481837883155405,quad
612,Sedentary,14,glycine,15.892814456871958,quad
613,Exercise,15,glycine,15.78994722092716,quad
614,Sedentary,16,glycine,16.520116357595047,quad
615,Exercise,1,proline,16.64348298173263,quad
616,Sedentary,2,proline,15.817706253362692,quad
617,Exercise,3,proline,16.851051848536265,quad
618,Exercise,5,proline,16.29007725484088,quad
619,Sedentary,6,proline,16.924914084074203,quad
620,Exercise,7,proline,17.895812527722715,quad
621,Sedentary,8,proline,16.86019832367057,quad
622,Exercise,9,proline,14.927030796304482,quad
623,Sedentary,10,proline,15.732797983973127,quad
624,Exercise,11,proline,17.95701213827914,quad
625,Sedentary,12,proline,16.940373957608916,quad
626,Exercise,13,proline,17.474740096604535,quad
627,Sedentary,14,proline,16.337502679186922,quad
628,Exercise,15,proline,17.87425946644777,quad
629,Sedentary,16,proline,16.441682491038254,quad
630,Exercise,1,ADP,14.974653147166245,quad
631,Sedentary,2,ADP,15.774501236335539,quad
632,Exercise,3,ADP,14.724718132872368,quad
633,Exercise,5,ADP,14.59462888907427,quad
634,Sedentary,6,ADP,15.140025363092684,quad
635,Exercise,7,ADP,16.455746113642007,quad
636,Sedentary,8,ADP,15.76253613501514,quad
637,Exercise,9,ADP,15.219967423857456,quad
638,Sedentary,10,ADP,15.082532960581723,quad
639,Exercise,11,ADP,16.39783194590385,quad
640,Sedentary,12,ADP,16.19787121461073,quad
641,Exercise,13,ADP,15.238739246917255,quad
642,Sedentary,14,ADP,15.6503724894531,quad
643,Exercise,15,ADP,16.357389521457144,quad
644,Sedentary,16,ADP,15.851700002812255,quad
645,Exercise,1,AMP,11.7620800545202,quad
646,Sedentary,2,AMP,13.210573715952156,quad
647,Exercise,3,AMP,12.883532392560717,quad
648,Exercise,5,AMP,12.271881353002831,quad
649,Sedentary,6,AMP,12.74807882134638,quad
650,Exercise,7,AMP,13.478501651986235,quad
651,Sedentary,8,AMP,13.064257313719088,quad
652,Exercise,9,AMP,13.712770124308147,quad
653,Sedentary,10,AMP,12.939094114657767,quad
654,Exercise,11,AMP,13.18294761137913,quad
655,Sedentary,12,AMP,13.288204143428505,quad
656,Exercise,13,AMP,12.835237624708745,quad
657,Sedentary,14,AMP,12.622825444736721,quad
658,Exercise,15,AMP,13.963448219784794,quad
659,Sedentary,16,AMP,11.931662120527314,quad
705,Exercise,1,NADPH,8.288941119540379,quad
706,Sedentary,2,NADPH,6.999557753232407,quad
707,Exercise,3,NADPH,8.088033614597927,quad
708,Exercise,5,NADPH,8.107769682452135,quad
709,Sedentary,6,NADPH,8.857159398967308,quad
710,Exercise,7,NADPH,9.326922194700431,quad
711,Sedentary,8,NADPH,8.610518764501546,quad
712,Exercise,9,NADPH,8.107067061006076,quad
713,Sedentary,10,NADPH,8.16177496120577,quad
714,Exercise,11,NADPH,8.741303475790687,quad
715,Sedentary,12,NADPH,8.901333494065929,quad
716,Exercise,13,NADPH,8.473315078413657,quad
717,Sedentary,14,NADPH,8.757138028031635,quad
718,Exercise,15,NADPH,8.701160230217114,quad
719,Sedentary,16,NADPH,8.058593108098712,quad
720,Exercise,1,NADP,9.51071841482773,quad
721,Sedentary,2,NADP,9.366198348456944,quad
722,Exercise,3,NADP,8.723260504547085,quad
723,Exercise,5,NADP,9.438938442161632,quad
724,Sedentary,6,NADP,9.308360361302418,quad
725,Exercise,7,NADP,8.941779145796174,quad
726,Sedentary,8,NADP,8.829391862425046,quad
727,Exercise,9,NADP,9.352099565847384,quad
728,Sedentary,10,NADP,9.604754581019243,quad
729,Exercise,11,NADP,9.402660375764489,quad
730,Sedentary,12,NADP,9.08398149426675,quad
731,Exercise,13,NADP,8.945514859575743,quad
732,Sedentary,14,NADP,9.793483955248181,quad
733,Exercise,15,NADP,8.917437178922501,quad
734,Sedentary,16,NADP,9.152435873891637,quad
735,Exercise,1,NAD,15.481159100409117,quad
736,Sedentary,2,NAD,16.44741894309663,quad
737,Exercise,3,NAD,16.2923142561644,quad
738,Exercise,5,NAD,15.448075617321388,quad
739,Sedentary,6,NAD,15.935572895396657,quad
740,Exercise,7,NAD,16.88613157864725,quad
741,Sedentary,8,NAD,15.885628647787389,quad
742,Exercise,9,NAD,15.78607745120979,quad
743,Sedentary,10,NAD,16.182539014631804,quad
744,Exercise,11,NAD,17.518060240577473,quad
745,Sedentary,12,NAD,16.625150726144795,quad
746,Exercise,13,NAD,16.034451730788298,quad
747,Sedentary,14,NAD,17.15741282114761,quad
748,Exercise,15,NAD,16.68457088825282,quad
749,Sedentary,16,NAD,16.741080604878597,quad
750,Exercise,1,NADH,10.242154772382095,quad
751,Sedentary,2,NADH,10.602450888499835,quad
752,Exercise,3,NADH,10.848567967948322,quad
753,Exercise,5,NADH,10.363155467667227,quad
754,Sedentary,6,NADH,10.7002838039589,quad
755,Exercise,7,NADH,10.599097293473566,quad
756,Sedentary,8,NADH,10.125415073831505,quad
757,Exercise,9,NADH,10.380167538912433,quad
758,Sedentary,10,NADH,10.920598539227875,quad
759,Exercise,11,NADH,10.66759151295304,quad
760,Sedentary,12,NADH,10.723119606465941,quad
761,Exercise,13,NADH,10.192926713879695,quad
762,Sedentary,14,NADH,10.120762558232773,quad
763,Exercise,15,NADH,10.781154700619775,quad
764,Sedentary,16,NADH,10.339153777877645,quad
765,Exercise,1,ATP,28.963082628634325,quad
766,Sedentary,2,ATP,29.966198716590043,quad
767,Exercise,3,ATP,25.227443087454056,quad
768,Exercise,5,ATP,26.563118073013598,quad
769,Sedentary,6,ATP,27.7760698207366,quad
770,Exercise,7,ATP,31.543865064838737,quad
771,Sedentary,8,ATP,29.721758323665643,quad
772,Exercise,9,ATP,29.95876490062484,quad
773,Sedentary,10,ATP,27.736798895199417,quad
774,Exercise,11,ATP,33.128001829776565,quad
775,Sedentary,12,ATP,30.885830380914005,quad
776,Exercise,13,ATP,28.381604612761535,quad
777,Sedentary,14,ATP,31.386147338352355,quad
778,Exercise,15,ATP,30.339375805389572,quad
779,Sedentary,16,ATP,31.091990195942348,quad
0,Exercise,1,glutamate,20.86701447576357,tumor
1,Sedentary,2,glutamate,19.93385994229037,tumor
2,Exercise,3,glutamate,20.984463406057596,tumor
3,Exercise,5,glutamate,20.908951335005618,tumor
4,Sedentary,6,glutamate,24.781656879977838,tumor
5,Exercise,7,glutamate,20.308937418567165,tumor
6,Sedentary,8,glutamate,20.803762626982824,tumor
7,Exercise,9,glutamate,19.321052393910595,tumor
8,Sedentary,10,glutamate,17.389841212726274,tumor
9,Exercise,11,glutamate,18.457622933338406,tumor
10,Sedentary,12,glutamate,20.328811708633474,tumor
11,Exercise,13,glutamate,22.79775099734541,tumor
12,Sedentary,14,glutamate,20.722687451489932,tumor
13,Exercise,15,glutamate,17.546956561716378,tumor
14,Sedentary,16,glutamate,22.227622325779432,tumor
75,Exercise,1,phosphoenolpyruvate,7.275357723073607,tumor
76,Sedentary,2,phosphoenolpyruvate,7.4600094579992895,tumor
77,Exercise,3,phosphoenolpyruvate,7.654796069973145,tumor
78,Exercise,5,phosphoenolpyruvate,7.89733827313299,tumor
79,Sedentary,6,phosphoenolpyruvate,7.670596311076738,tumor
80,Exercise,7,phosphoenolpyruvate,8.144890890617566,tumor
81,Sedentary,8,phosphoenolpyruvate,7.423926489096644,tumor
82,Exercise,9,phosphoenolpyruvate,7.535320034573667,tumor
83,Sedentary,10,phosphoenolpyruvate,7.633013744542069,tumor
84,Exercise,11,phosphoenolpyruvate,8.00417470501616,tumor
85,Sedentary,12,phosphoenolpyruvate,7.520448001628415,tumor
86,Exercise,13,phosphoenolpyruvate,7.434516966789665,tumor
87,Sedentary,14,phosphoenolpyruvate,7.576679280318244,tumor
88,Exercise,15,phosphoenolpyruvate,7.705450383299932,tumor
89,Sedentary,16,phosphoenolpyruvate,7.580865740905784,tumor
90,Exercise,1,pyruvate,14.890106636573098,tumor
91,Sedentary,2,pyruvate,13.447707515766341,tumor
92,Exercise,3,pyruvate,12.322720514619823,tumor
93,Exercise,5,pyruvate,15.914068849233967,tumor
94,Sedentary,6,pyruvate,15.057937181480312,tumor
95,Exercise,7,pyruvate,12.973675582300057,tumor
96,Sedentary,8,pyruvate,14.700513879415219,tumor
97,Exercise,9,pyruvate,13.339023700394298,tumor
98,Sedentary,10,pyruvate,11.862093520495948,tumor
99,Exercise,11,pyruvate,13.179662786295665,tumor
100,Sedentary,12,pyruvate,13.125172993676518,tumor
101,Exercise,13,pyruvate,14.127736122730585,tumor
102,Sedentary,14,pyruvate,14.468121558825262,tumor
103,Exercise,15,pyruvate,12.54035088156627,tumor
104,Sedentary,16,pyruvate,15.963547342559014,tumor
105,Exercise,1,lactate,62.20608037332048,tumor
106,Sedentary,2,lactate,58.6564752919376,tumor
107,Exercise,3,lactate,63.42410348706563,tumor
108,Exercise,5,lactate,83.63395962238714,tumor
109,Sedentary,6,lactate,65.00438726176286,tumor
110,Exercise,7,lactate,76.66134255679032,tumor
111,Sedentary,8,lactate,46.83581456870865,tumor
112,Exercise,9,lactate,69.05610083972135,tumor
113,Sedentary,10,lactate,69.14292999853222,tumor
114,Exercise,11,lactate,70.01228742282947,tumor
115,Sedentary,12,lactate,54.689585739695154,tumor
116,Exercise,13,lactate,49.69764670619532,tumor
117,Sedentary,14,lactate,54.89985825087168,tumor
118,Exercise,15,lactate,58.33941794417347,tumor
119,Sedentary,16,lactate,57.7901679790069,tumor
225,Exercise,1,succinate,17.159672748303002,tumor
226,Sedentary,2,succinate,16.555397767600606,tumor
227,Exercise,3,succinate,17.26712244352345,tumor
228,Exercise,5,succinate,16.85561056269429,tumor
229,Sedentary,6,succinate,18.289991127179974,tumor
230,Exercise,7,succinate,18.91263022699977,tumor
231,Sedentary,8,succinate,16.38929518301127,tumor
232,Exercise,9,succinate,16.404537863188846,tumor
233,Sedentary,10,succinate,16.680757716758432,tumor
234,Exercise,11,succinate,16.16563651027835,tumor
235,Sedentary,12,succinate,16.871092498612864,tumor
236,Exercise,13,succinate,17.56100561127336,tumor
237,Sedentary,14,succinate,17.28779195345714,tumor
238,Exercise,15,succinate,16.749551654727878,tumor
239,Sedentary,16,succinate,17.14940107770255,tumor
240,Exercise,1,malate,19.5085714319965,tumor
241,Sedentary,2,malate,18.262778635537664,tumor
242,Exercise,3,malate,16.4150260258635,tumor
243,Exercise,5,malate,17.784224657160113,tumor
244,Sedentary,6,malate,20.394670357635967,tumor
245,Exercise,7,malate,17.802036120756686,tumor
246,Sedentary,8,malate,17.468505270404663,tumor
247,Exercise,9,malate,17.877252165560478,tumor
248,Sedentary,10,malate,16.882906264119026,tumor
249,Exercise,11,malate,14.787393879346208,tumor
250,Sedentary,12,malate,17.088935665332894,tumor
251,Exercise,13,malate,17.830560410701715,tumor
252,Sedentary,14,malate,19.135893239873393,tumor
253,Exercise,15,malate,16.83894591567617,tumor
254,Sedentary,16,malate,17.57479874835333,tumor
255,Exercise,1,aspartate,12.07117050337863,tumor
256,Sedentary,2,aspartate,11.860689283830478,tumor
257,Exercise,3,aspartate,11.641105387802556,tumor
258,Exercise,5,aspartate,11.803521648701302,tumor
259,Sedentary,6,aspartate,13.503361959394248,tumor
260,Exercise,7,aspartate,11.692329467206502,tumor
261,Sedentary,8,aspartate,12.539654334427222,tumor
262,Exercise,9,aspartate,11.108056407424336,tumor
263,Sedentary,10,aspartate,10.884582762713816,tumor
264,Exercise,11,aspartate,10.920983535703146,tumor
265,Sedentary,12,aspartate,11.60498569880378,tumor
266,Exercise,13,aspartate,13.159465931225828,tumor
267,Sedentary,14,aspartate,12.489598948824657,tumor
268,Exercise,15,aspartate,11.025205451687446,tumor
269,Sedentary,16,aspartate,12.931138922769675,tumor
270,Exercise,1,threonine,13.027056160185824,tumor
271,Sedentary,2,threonine,14.39985949921592,tumor
272,Exercise,3,threonine,13.834849365415314,tumor
273,Exercise,5,threonine,14.330567897015618,tumor
274,Sedentary,6,threonine,13.741458781359603,tumor
275,Exercise,7,threonine,14.615217188698512,tumor
276,Sedentary,8,threonine,14.174316639718205,tumor
277,Exercise,9,threonine,14.210419015222634,tumor
278,Sedentary,10,threonine,15.195114174001322,tumor
279,Exercise,11,threonine,14.914884095187775,tumor
280,Sedentary,12,threonine,14.14309400872068,tumor
281,Exercise,13,threonine,13.52154022703909,tumor
282,Sedentary,14,threonine,13.76870402827235,tumor
283,Exercise,15,threonine,15.070010841246614,tumor
284,Sedentary,16,threonine,13.857546084504277,tumor
285,Exercise,1,a-ketoglutarate,9.302544028147917,tumor
286,Sedentary,2,a-ketoglutarate,9.532103733300227,tumor
287,Exercise,3,a-ketoglutarate,9.305527608107095,tumor
288,Exercise,5,a-ketoglutarate,9.460188815214842,tumor
289,Sedentary,6,a-ketoglutarate,10.254681282581585,tumor
290,Exercise,7,a-ketoglutarate,9.105244343699493,tumor
291,Sedentary,8,a-ketoglutarate,9.699272441212292,tumor
292,Exercise,9,a-ketoglutarate,9.432531002118832,tumor
293,Sedentary,10,a-ketoglutarate,8.874563074063985,tumor
294,Exercise,11,a-ketoglutarate,8.997304867524889,tumor
295,Sedentary,12,a-ketoglutarate,9.557172137449632,tumor
296,Exercise,13,a-ketoglutarate,9.515827529508982,tumor
297,Sedentary,14,a-ketoglutarate,10.46002686449296,tumor
298,Exercise,15,a-ketoglutarate,8.74420607297568,tumor
299,Sedentary,16,a-ketoglutarate,9.94714426474786,tumor
300,Exercise,1,arginine,10.297479206532566,tumor
301,Sedentary,2,arginine,10.49518098982238,tumor
302,Exercise,3,arginine,10.61017118939219,tumor
303,Exercise,5,arginine,10.869533494122996,tumor
304,Sedentary,6,arginine,10.474830745746063,tumor
305,Exercise,7,arginine,11.201357426822668,tumor
306,Sedentary,8,arginine,10.054707680717973,tumor
307,Exercise,9,arginine,10.662677513724159,tumor
308,Sedentary,10,arginine,10.490407095145418,tumor
309,Exercise,11,arginine,11.430430869003134,tumor
310,Sedentary,12,arginine,10.704090574111627,tumor
311,Exercise,13,arginine,10.229808342937098,tumor
312,Sedentary,14,arginine,10.889462557646786,tumor
313,Exercise,15,arginine,11.056993252548937,tumor
314,Sedentary,16,arginine,9.910756104170147,tumor
315,Exercise,1,citrate/isocitrate,19.55225852658515,tumor
316,Sedentary,2,citrate/isocitrate,19.65411173449183,tumor
317,Exercise,3,citrate/isocitrate,22.16531940126685,tumor
318,Exercise,5,citrate/isocitrate,23.73629128337809,tumor
319,Sedentary,6,citrate/isocitrate,22.56365267664892,tumor
320,Exercise,7,citrate/isocitrate,27.486672910384556,tumor
321,Sedentary,8,citrate/isocitrate,21.95647400531046,tumor
322,Exercise,9,citrate/isocitrate,20.2649858833152,tumor
